id,age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit-ups_counts,broad_jump_cm,class
3010,60.0,M,190.9,70.3,19.1,90.0,156.0,40.3,12.9,41.0,198.0,high_performance
3011,21.0,M,175.2,66.3,11.2,70.0,118.0,41.6,18.6,55.0,255.0,high_performance
3012,33.0,M,165.8,58.6,19.0,67.0,117.0,35.3,-14.2,20.0,182.0,low_performance
3013,52.0,M,182.0,80.7,22.3,98.0,153.0,43.2,8.6,41.0,185.0,mid_performance
3014,61.0,M,163.0,67.2,37.9,75.0,136.0,25.9,8.5,5.0,98.0,low_performance
3015,25.0,F,153.1,54.6,30.9,74.0,123.0,25.1,13.8,39.0,143.0,mid_performance
3016,27.0,M,184.4,84.4,18.4,78.0,131.0,45.3,15.0,38.0,239.0,low_performance
3017,29.0,M,170.6,69.4,19.0,61.0,134.0,52.6,9.0,43.0,223.0,mid_performance
3018,55.0,F,156.0,58.1,36.6,80.0,120.0,22.8,12.7,21.0,158.0,mid_performance
3019,55.0,M,186.0,88.02,15.1,70.0,127.0,46.0,10.2,55.0,198.0,mid_performance
3020,21.0,M,174.9,65.4,15.8,72.0,106.0,44.4,9.6,49.0,239.0,mid_performance
3021,62.0,M,167.0,77.4,22.6,87.0,125.0,42.4,21.2,29.0,161.0,mid_performance
3022,24.0,M,178.1,73.14,18.5,71.0,143.0,41.8,19.3,56.0,225.0,mid_performance
3023,43.0,F,162.2,57.7,20.5,62.0,114.0,24.6,20.1,42.0,190.0,high_performance
3024,23.0,M,171.5,85.3,25.8,63.0,132.0,40.4,14.4,48.0,214.0,mid_performance
3025,57.0,M,169.2,74.5,23.7,83.0,151.0,29.6,16.7,38.0,194.0,low_performance
3026,37.0,F,158.5,53.0,30.3,61.0,95.0,22.5,6.3,16.0,125.0,low_performance
3027,24.0,M,182.8,76.8,19.4,93.0,143.0,47.2,12.8,47.0,225.0,mid_performance
3028,62.0,F,154.9,58.9,35.4,74.0,109.0,19.1,16.1,17.0,102.0,mid_performance
3029,24.0,M,177.0,76.0,15.5,77.0,127.0,40.2,16.8,51.0,217.0,mid_performance
3030,25.0,F,163.2,54.4,26.8,85.0,119.0,27.7,24.8,36.0,164.0,high_performance
3031,64.0,M,163.3,61.0,24.0,54.0,130.0,35.7,17.5,31.0,180.0,mid_performance
3032,62.0,M,176.7,79.1,18.4,97.0,155.0,52.0,12.3,35.0,200.0,high_performance
3033,27.0,M,172.3,72.3,9.8,50.0,112.0,44.3,18.2,72.0,236.0,high_performance
3034,63.0,M,157.0,67.8,21.2,88.0,156.0,40.2,14.8,49.0,191.0,high_performance
3035,46.0,M,168.0,62.6,14.3,80.0,120.0,52.7,18.1,50.0,224.0,high_performance
3036,29.0,M,167.0,78.9,24.1,81.0,136.0,45.8,-2.8,43.0,219.0,low_performance
3037,26.0,M,184.6,78.2,9.7,84.0,143.0,55.6,18.4,58.0,275.0,high_performance
3038,50.0,M,173.1,75.98,26.9,84.0,153.0,43.1,13.7,33.0,169.0,low_performance
3039,22.0,F,172.1,57.16,23.1,54.0,100.0,27.6,7.4,31.0,164.0,low_performance
3040,24.0,M,177.4,71.2,11.5,91.0,128.0,56.8,23.6,60.0,283.0,mid_performance
3041,27.0,F,160.7,54.6,26.2,89.0,145.0,23.1,29.5,48.0,187.0,high_performance
3042,21.0,M,167.2,59.7,19.3,78.0,134.0,35.3,3.3,47.0,231.0,low_performance
3043,33.0,M,169.0,74.5,17.3,90.0,140.0,47.1,16.0,53.0,267.0,high_performance
3044,34.0,M,168.8,65.8,18.2,81.0,133.0,36.8,15.7,49.0,202.0,mid_performance
3045,30.0,M,176.9,73.3,17.5,78.0,137.0,34.8,16.6,54.0,186.0,mid_performance
3046,28.0,M,173.6,72.8,23.3,99.0,147.0,51.3,18.4,51.0,189.0,mid_performance
3047,33.0,F,162.5,55.2,26.4,60.0,100.0,24.3,14.2,34.0,104.0,mid_performance
3048,48.0,F,146.7,51.24,28.6,76.0,116.0,25.5,21.6,27.0,137.0,mid_performance
3049,64.0,M,170.3,65.8,15.4,78.0,154.0,37.7,4.1,28.0,193.0,mid_performance
3050,22.0,M,177.1,71.7,16.8,91.0,135.0,44.1,13.3,50.0,245.0,mid_performance
3051,38.0,F,157.4,54.0,28.6,75.0,113.0,28.0,27.3,35.0,175.0,mid_performance
3052,48.0,M,173.9,77.0,28.4,63.0,113.0,39.1,-10.4,29.0,180.0,low_performance
3053,28.0,F,152.6,48.1,26.0,87.0,130.0,26.9,24.5,42.0,129.0,high_performance
3054,25.0,F,154.6,53.8,33.5,66.0,124.0,23.3,16.1,30.0,160.0,mid_performance
3055,31.0,M,172.4,76.4,22.1,70.0,128.0,46.4,14.5,57.0,217.0,mid_performance
3056,22.0,M,179.9,78.9,23.4,93.0,151.0,49.1,-8.8,66.0,185.0,low_performance
3057,31.0,M,166.7,81.0,25.5,76.0,145.0,49.2,2.1,30.0,233.0,low_performance
3058,29.0,M,175.8,72.1,18.7,65.0,112.0,46.2,22.7,54.0,226.0,high_performance
3059,23.0,M,175.4,68.1,14.9,90.0,158.0,42.6,20.1,50.0,230.0,mid_performance
3060,53.0,F,165.5,55.3,23.5,64.0,102.0,29.0,10.0,50.0,182.0,low_performance
3061,57.0,F,162.3,66.4,35.1,73.0,135.0,25.0,13.9,9.0,142.0,low_performance
3062,64.0,M,163.2,58.52,20.7,75.0,147.0,34.7,-4.2,28.0,169.0,low_performance
3063,30.0,M,171.5,58.2,15.1,69.0,128.0,41.0,6.8,57.0,222.0,mid_performance
3064,49.0,M,167.6,64.9,22.8,90.0,141.0,42.5,14.1,42.0,195.0,mid_performance
3065,63.0,M,164.6,65.8,26.1,71.0,121.0,37.8,13.0,31.0,179.0,high_performance
3066,52.0,F,161.5,54.2,23.5,76.0,153.0,27.5,24.6,37.0,175.0,high_performance
3067,21.0,F,166.7,58.4,25.3,77.0,138.0,26.7,25.1,45.0,187.0,high_performance
3068,24.0,F,163.8,52.0,18.0,78.0,115.0,29.9,25.2,47.0,173.0,high_performance
3069,21.0,M,171.4,56.5,14.7,74.0,116.0,42.6,7.9,45.0,214.0,low_performance
3070,26.0,M,173.6,70.8,18.9,72.0,113.0,44.5,11.8,63.0,205.0,mid_performance
3071,61.0,M,168.8,68.4,22.4,85.0,155.0,38.7,12.0,34.0,167.0,mid_performance
3072,31.0,M,171.4,77.0,28.6,92.0,128.0,40.5,5.0,37.0,205.0,low_performance
3073,21.0,M,173.3,83.8,30.2,73.0,139.0,42.2,18.6,34.0,178.0,low_performance
3074,25.0,M,175.2,72.4,10.7,79.0,134.0,50.4,23.2,54.0,245.0,high_performance
3075,25.0,M,180.6,83.7,14.5,64.0,111.0,46.5,15.2,56.0,212.0,mid_performance
3076,31.0,M,176.1,75.1,22.6,92.0,153.0,43.1,1.9,50.0,220.0,low_performance
3077,26.0,M,174.5,77.9,22.5,66.0,127.0,50.9,13.2,60.0,229.0,mid_performance
3078,29.0,M,183.7,92.5,27.0,82.0,121.0,57.4,11.0,55.0,230.0,mid_performance
3079,21.0,F,161.2,45.0,16.7,73.0,110.0,23.9,21.2,55.0,170.0,high_performance
3080,38.0,F,161.4,62.5,27.5,72.0,113.0,31.9,19.6,46.0,194.0,high_performance
3081,25.0,M,174.8,68.5,15.2,80.0,120.0,40.4,21.2,60.0,228.0,high_performance
3082,21.0,M,182.6,86.8,19.9,81.0,127.0,50.2,-0.5,56.0,218.0,low_performance
3083,52.0,F,167.0,69.2,36.0,79.0,128.0,16.1,15.0,17.0,135.0,low_performance
3084,40.0,F,160.4,64.5,31.0,72.0,114.0,25.8,20.9,35.0,165.0,high_performance
3085,35.0,M,175.1,63.3,10.9,70.0,111.0,42.2,21.4,46.0,224.0,high_performance
3086,28.0,M,174.9,74.8,21.6,71.0,124.0,43.6,21.1,52.0,218.0,mid_performance
3087,25.0,F,158.7,83.1,47.5,86.0,122.0,21.7,7.2,0.0,131.0,low_performance
3088,23.0,M,174.3,99.12,39.0,99.0,142.0,37.5,6.8,19.0,174.0,low_performance
3089,25.0,F,164.4,57.7,24.4,78.0,114.0,30.7,14.8,51.0,177.0,mid_performance
3090,46.0,M,172.0,79.5,21.2,90.0,110.0,42.5,22.6,37.0,229.0,mid_performance
3091,27.0,F,155.9,50.8,23.4,71.0,136.0,27.0,22.9,47.0,186.0,high_performance
3092,41.0,F,153.6,59.1,39.2,62.0,119.0,25.5,26.8,6.0,111.0,low_performance
3093,22.0,M,180.6,63.2,7.8,74.0,122.0,45.3,13.2,42.0,220.0,mid_performance
3094,27.0,F,170.0,63.8,29.3,62.0,103.0,24.9,16.9,38.0,160.0,mid_performance
3095,43.0,M,175.2,76.1,7.6,74.0,117.0,47.0,2.4,50.0,191.0,low_performance
3096,24.0,M,169.9,58.8,13.7,77.0,117.0,36.9,11.3,52.0,202.0,mid_performance
3097,35.0,F,164.6,62.3,35.0,88.0,122.0,20.1,15.3,20.0,136.0,mid_performance
3098,51.0,F,156.9,56.2,34.9,89.0,154.0,24.8,24.0,30.0,150.0,high_performance
3099,21.0,F,161.8,53.6,27.0,71.0,124.0,19.4,12.6,11.0,167.0,low_performance
3100,29.0,M,173.2,72.7,20.9,90.0,126.0,43.4,-3.6,42.0,188.0,low_performance
3101,55.0,F,165.2,70.98,28.7,83.0,142.0,21.6,24.5,27.0,87.0,mid_performance
3102,26.0,M,182.4,83.6,19.1,84.0,143.0,42.3,15.1,63.0,234.0,high_performance
3103,25.0,F,170.2,58.3,24.3,87.0,138.0,28.2,22.7,39.0,169.0,high_performance
3104,60.0,F,150.6,51.4,38.2,64.0,120.0,22.4,22.4,25.0,108.0,high_performance
3105,45.0,M,173.7,60.4,16.4,60.0,114.0,42.9,19.7,41.0,196.0,mid_performance
3106,27.0,F,167.6,57.6,27.9,82.0,131.0,28.4,26.2,44.0,170.0,high_performance
3107,41.0,M,174.6,76.6,19.9,75.0,123.0,45.9,17.0,45.0,224.0,mid_performance
3108,38.0,M,176.0,82.9,22.3,88.0,127.0,53.8,17.7,50.0,238.0,high_performance
3109,45.0,M,174.5,69.0,16.3,78.0,127.0,53.6,13.5,43.0,220.0,mid_performance
3110,47.0,F,161.9,54.0,26.1,82.0,126.0,23.8,23.6,24.0,161.0,mid_performance
3111,57.0,M,161.9,61.58,26.9,75.0,124.0,34.1,12.3,39.0,186.0,mid_performance
3112,27.0,M,175.2,66.62,22.1,76.0,131.0,30.3,12.9,49.0,188.0,low_performance
3113,22.0,M,184.6,76.8,15.3,78.0,131.0,44.1,16.2,57.0,229.0,high_performance
3114,38.0,M,181.0,72.2,18.6,90.0,144.0,45.4,0.2,33.0,228.0,low_performance
3115,31.0,M,177.5,94.6,27.3,82.0,140.0,49.0,13.4,30.0,200.0,low_performance
3116,36.0,F,160.4,49.1,17.0,55.0,114.0,26.2,24.9,39.0,166.0,high_performance
3117,21.0,F,168.7,56.4,29.9,99.0,147.0,26.1,24.4,40.0,150.0,high_performance
3118,56.0,M,158.6,53.8,16.6,92.0,152.0,34.1,22.4,30.0,166.0,mid_performance
3119,41.0,F,154.6,52.5,30.9,72.0,130.0,25.6,21.4,24.0,170.0,mid_performance
3120,58.0,M,170.1,62.6,21.1,83.0,142.0,38.7,19.1,33.0,205.0,mid_performance
3121,36.0,M,184.0,87.7,16.1,70.0,140.0,52.5,22.3,63.0,253.0,high_performance
3122,26.0,M,170.7,70.5,19.0,74.0,130.0,36.4,24.5,59.0,218.0,high_performance
3123,39.0,M,173.5,68.5,14.3,91.0,123.0,44.9,26.7,59.0,233.0,high_performance
3124,23.0,F,165.1,63.2,19.9,64.0,113.0,21.1,15.6,18.0,161.0,low_performance
3125,36.0,M,180.2,76.3,19.7,81.0,142.0,47.6,18.6,60.0,243.0,high_performance
3126,28.0,M,176.7,76.9,22.1,71.0,147.0,42.9,15.8,43.0,237.0,mid_performance
3127,54.0,M,170.5,72.3,24.5,87.0,156.0,36.4,13.8,41.0,180.0,mid_performance
3128,57.0,M,170.6,64.9,17.7,62.0,104.0,40.1,16.9,35.0,194.0,high_performance
3129,29.0,F,168.7,61.1,32.1,75.0,123.0,21.2,23.0,30.0,138.0,mid_performance
3130,23.0,M,172.5,70.0,19.4,94.0,133.0,34.0,9.6,53.0,187.0,mid_performance
3131,47.0,F,159.6,53.5,23.2,95.0,154.0,29.2,28.8,41.0,157.0,high_performance
3132,32.0,M,170.6,68.0,16.3,92.0,159.0,45.8,15.0,50.0,224.0,high_performance
3133,34.0,M,170.2,63.5,16.2,87.0,142.0,39.6,16.4,54.0,218.0,mid_performance
3134,23.0,F,165.8,51.4,18.1,77.0,118.0,31.6,27.8,46.0,179.0,high_performance
3135,38.0,M,183.6,67.7,12.0,69.0,115.0,47.7,15.3,58.0,213.0,mid_performance
3136,47.0,M,172.4,70.3,16.9,85.0,118.0,48.0,8.8,31.0,186.0,mid_performance
3137,32.0,M,173.5,79.5,33.7,90.0,153.0,49.2,16.7,42.0,222.0,mid_performance
3138,27.0,M,172.9,80.5,22.9,97.0,151.0,35.6,7.7,44.0,232.0,mid_performance
3139,23.0,M,174.2,75.2,16.4,68.0,138.0,53.3,15.5,51.0,240.0,mid_performance
3140,28.0,M,171.3,68.7,11.2,99.0,145.0,42.7,23.2,71.0,269.0,high_performance
3141,29.0,M,173.0,73.1,22.2,91.0,137.0,51.8,17.2,52.0,231.0,mid_performance
3142,21.0,F,162.3,58.9,31.7,78.0,117.0,27.6,17.5,39.0,180.0,mid_performance
3143,28.0,M,187.2,82.7,14.0,80.0,125.0,50.9,12.7,54.0,212.0,mid_performance
3144,42.0,M,168.7,65.4,10.8,83.0,123.0,50.8,20.7,60.0,248.0,high_performance
3145,39.0,M,172.3,75.9,29.9,75.0,131.0,30.6,-10.4,24.0,164.0,low_performance
3146,51.0,F,165.1,61.7,33.4,66.0,105.0,24.1,15.0,20.0,157.0,mid_performance
3147,29.0,M,169.0,94.9,27.4,75.0,157.0,54.4,13.7,58.0,230.0,mid_performance
3148,62.0,F,159.6,59.3,34.4,80.0,113.0,27.5,22.6,21.0,131.0,high_performance
3149,24.0,F,160.6,53.7,26.1,68.0,99.0,32.1,27.3,44.0,157.0,high_performance
3150,27.0,M,171.5,68.8,16.0,75.0,120.0,44.5,7.5,55.0,255.0,mid_performance
3151,57.0,F,156.0,53.8,22.9,83.0,131.0,22.0,17.0,26.0,143.0,mid_performance
3152,25.0,F,163.1,54.5,25.1,74.0,112.0,25.4,20.8,46.0,173.0,mid_performance
3153,42.0,M,184.9,85.9,26.2,99.0,147.0,39.2,-1.3,39.0,196.0,low_performance
3154,61.0,M,170.9,102.2,33.2,92.0,153.0,39.4,6.2,19.0,178.0,low_performance
3155,21.0,M,175.9,91.5,28.7,91.0,142.0,37.8,2.6,35.0,182.0,low_performance
3156,54.0,F,160.0,58.3,39.5,64.0,119.0,21.3,21.3,21.0,126.0,mid_performance
3157,61.0,M,162.5,72.7,27.8,87.0,148.0,41.9,18.3,31.0,169.0,high_performance
3158,64.0,F,156.3,53.8,33.9,68.0,124.0,23.3,11.8,13.0,106.0,mid_performance
3159,63.0,F,157.2,60.62,37.5,64.0,110.0,23.8,19.8,6.0,60.0,low_performance
3160,24.0,M,173.9,64.0,15.2,79.0,121.0,42.0,22.0,55.0,252.0,high_performance
3161,34.0,M,170.8,75.2,22.1,97.0,141.0,57.2,23.3,57.0,246.0,mid_performance
3162,54.0,F,166.9,68.8,32.4,87.0,136.0,29.7,21.4,28.0,140.0,mid_performance
3163,26.0,M,177.4,78.3,14.0,74.0,115.0,53.3,15.3,63.0,234.0,high_performance
3164,23.0,M,181.9,106.9,23.2,72.0,125.0,55.2,13.5,38.0,223.0,low_performance
3165,30.0,M,176.2,88.5,22.9,90.0,151.0,47.8,13.5,50.0,228.0,mid_performance
3166,55.0,M,173.6,77.76,22.1,80.0,120.0,41.9,-7.8,53.0,186.0,low_performance
3167,58.0,F,154.9,58.66,35.7,65.0,112.0,23.1,25.2,0.0,86.0,low_performance
3168,22.0,F,170.7,67.6,24.9,55.0,105.0,33.7,19.8,51.0,179.0,high_performance
3169,42.0,M,177.0,75.9,20.7,68.0,114.0,46.6,5.0,29.0,196.0,low_performance
3170,60.0,M,160.0,51.8,8.6,77.0,136.0,39.0,17.9,36.0,195.0,high_performance
3171,44.0,M,171.5,82.1,28.9,89.0,147.0,39.6,10.1,48.0,199.0,low_performance
3172,60.0,M,167.3,65.4,16.8,95.0,155.0,37.1,7.9,34.0,156.0,mid_performance
3173,22.0,M,175.4,67.7,12.9,74.0,123.0,41.7,22.1,58.0,240.0,mid_performance
3174,26.0,M,171.7,69.8,11.0,88.0,143.0,51.9,25.0,67.0,270.0,high_performance
3175,29.0,M,174.6,79.2,27.8,95.0,150.0,40.2,-7.6,29.0,174.0,low_performance
3176,53.0,F,163.3,50.76,18.4,63.0,108.0,24.6,22.4,37.0,126.0,high_performance
3177,21.0,M,173.1,67.36,14.4,69.0,147.0,34.2,10.0,44.0,176.0,low_performance
3178,36.0,M,179.9,84.0,20.2,98.0,155.0,48.7,19.0,57.0,214.0,high_performance
3179,23.0,F,162.3,49.4,26.1,66.0,121.0,21.4,22.4,40.0,165.0,high_performance
3180,60.0,M,166.7,61.9,23.3,86.0,144.0,42.6,19.7,33.0,178.0,mid_performance
3181,27.0,M,171.3,85.7,31.9,96.0,153.0,47.4,-3.7,36.0,191.0,low_performance
3182,57.0,F,163.8,61.1,31.9,69.0,118.0,19.2,12.8,7.0,138.0,low_performance
3183,29.0,M,168.0,83.5,24.8,70.0,122.0,47.7,15.8,62.0,229.0,mid_performance
3184,26.0,M,169.7,67.1,15.4,98.0,149.0,51.2,26.9,57.0,241.0,high_performance
3185,24.0,F,160.0,46.8,30.3,75.0,121.0,12.4,11.9,30.0,118.0,mid_performance
3186,42.0,F,156.6,63.0,38.7,71.0,132.0,31.4,14.8,31.0,148.0,mid_performance
3187,33.0,F,163.2,55.0,23.5,82.0,113.0,30.7,14.4,20.0,162.0,low_performance
3188,28.0,M,174.5,71.4,18.9,84.0,127.0,45.5,22.8,57.0,226.0,high_performance
3189,21.0,F,162.4,61.0,29.1,96.0,147.0,25.1,21.2,32.0,146.0,mid_performance
3190,22.0,F,157.7,46.2,20.2,82.0,126.0,24.5,24.2,43.0,174.0,high_performance
3191,38.0,M,175.6,74.5,22.5,83.0,134.0,42.7,4.6,37.0,235.0,mid_performance
3192,22.0,F,155.0,45.7,26.5,77.0,99.0,17.4,12.0,24.0,135.0,low_performance
3193,34.0,M,172.5,77.2,26.9,70.0,120.0,47.3,11.0,47.0,206.0,mid_performance
3194,54.0,M,171.4,65.7,21.7,90.0,154.0,32.1,14.8,35.0,210.0,mid_performance
3195,33.0,F,162.6,55.8,21.6,88.0,130.0,31.0,12.9,52.0,193.0,mid_performance
3196,36.0,M,180.6,78.2,26.1,86.0,134.0,49.8,12.2,39.0,207.0,mid_performance
3197,23.0,M,166.6,69.8,17.8,71.0,136.0,45.3,13.7,57.0,242.0,mid_performance
3198,27.0,M,175.5,85.0,26.8,70.0,127.0,45.3,7.0,45.0,212.0,low_performance
3199,27.0,M,172.6,79.6,19.3,92.0,140.0,53.9,14.2,57.0,206.0,mid_performance
3200,52.0,F,155.7,46.5,22.7,71.0,128.0,19.7,25.1,17.0,119.0,mid_performance
3201,33.0,M,167.4,76.3,19.2,85.0,138.0,48.4,13.6,51.0,234.0,mid_performance
3202,28.0,M,175.9,82.04,15.0,86.0,148.0,62.1,18.2,60.0,237.0,high_performance
3203,25.0,M,172.6,69.8,21.0,85.0,126.0,38.8,14.2,56.0,235.0,mid_performance
3204,28.0,M,180.0,76.2,19.3,80.0,120.0,29.4,3.6,49.0,201.0,low_performance
3205,48.0,F,159.8,64.3,30.4,91.0,128.0,30.7,18.2,35.0,164.0,mid_performance
3206,59.0,F,161.9,59.6,34.4,71.0,130.0,27.5,17.8,20.0,151.0,mid_performance
3207,31.0,M,173.3,68.3,15.7,81.0,118.0,43.8,1.8,30.0,245.0,low_performance
3208,60.0,M,181.2,78.5,19.6,79.0,129.0,45.4,15.3,35.0,197.0,high_performance
3209,22.0,F,167.5,53.6,23.4,69.0,119.0,25.3,23.5,39.0,165.0,high_performance
3210,28.0,M,182.4,97.3,29.8,75.0,139.0,49.0,1.9,41.0,204.0,low_performance
3211,27.0,F,165.7,68.5,27.3,64.0,122.0,32.1,24.4,42.0,188.0,high_performance
3212,23.0,F,162.2,58.48,28.8,75.0,119.0,22.9,26.2,37.0,182.0,high_performance
3213,25.0,M,169.0,63.1,8.7,61.0,101.0,49.7,19.2,52.0,255.0,high_performance
3214,23.0,M,181.9,89.1,13.5,71.0,130.0,51.6,17.7,49.0,250.0,mid_performance
3215,26.0,F,157.6,50.6,30.4,65.0,103.0,26.5,15.3,50.0,165.0,mid_performance
3216,22.0,M,170.7,60.6,12.7,65.0,140.0,37.5,12.6,54.0,244.0,mid_performance
3217,24.0,M,181.0,59.4,9.7,74.0,125.0,28.8,17.0,51.0,245.0,mid_performance
3218,59.0,F,152.9,47.9,33.3,78.0,121.0,17.6,12.6,17.0,90.0,mid_performance
3219,28.0,M,178.7,87.7,23.2,97.0,148.0,60.3,16.5,45.0,216.0,mid_performance
3220,22.0,F,157.7,54.5,30.6,85.0,149.0,22.2,19.4,30.0,162.0,mid_performance
3221,28.0,M,173.7,70.4,20.6,81.0,144.0,39.1,8.4,64.0,200.0,mid_performance
3222,28.0,F,165.2,54.1,27.0,91.0,120.0,32.8,19.0,35.0,158.0,high_performance
3223,26.0,F,165.5,63.7,26.9,89.0,140.0,31.8,16.5,43.0,191.0,mid_performance
3224,31.0,F,157.9,60.96,35.2,66.0,113.0,20.5,20.5,37.0,138.0,mid_performance
3225,27.0,M,179.0,69.0,13.2,61.0,107.0,41.6,13.2,41.0,207.0,mid_performance
3226,21.0,F,160.3,58.0,26.2,80.0,109.0,24.4,31.2,41.0,226.0,mid_performance
3227,64.0,M,166.0,69.84,26.2,80.0,135.0,39.6,23.6,25.0,200.0,low_performance
3228,21.0,F,171.1,70.1,28.4,87.0,125.0,31.2,19.0,52.0,198.0,mid_performance
3229,41.0,M,186.2,85.0,15.8,95.0,141.0,52.9,19.1,43.0,228.0,mid_performance
3230,27.0,F,163.1,61.4,31.0,68.0,106.0,29.4,19.5,44.0,165.0,high_performance
3231,36.0,M,174.7,76.6,18.7,80.0,141.0,55.2,23.2,40.0,249.0,low_performance
3232,52.0,F,157.9,54.28,36.5,67.0,133.0,24.2,17.9,19.0,133.0,mid_performance
3233,28.0,M,185.9,92.1,20.3,83.0,127.0,41.7,9.0,53.0,207.0,mid_performance
3234,23.0,M,183.2,89.5,17.5,97.0,138.0,51.0,22.4,38.0,264.0,low_performance
3235,46.0,F,155.5,50.8,23.3,78.0,128.0,26.8,18.3,22.0,162.0,mid_performance
3236,25.0,M,172.9,85.3,19.3,87.0,149.0,48.8,14.8,60.0,186.0,low_performance
3237,23.0,F,156.0,57.2,32.7,67.0,110.0,25.7,32.1,20.0,169.0,low_performance
3238,21.0,F,163.9,54.0,22.8,74.0,113.0,28.3,24.8,45.0,194.0,high_performance
3239,34.0,M,173.0,71.1,14.9,96.0,155.0,45.9,24.6,58.0,225.0,high_performance
3240,57.0,M,160.5,66.62,24.6,93.0,135.0,47.6,15.8,41.0,196.0,high_performance
3241,28.0,M,180.8,81.1,18.8,82.0,140.0,40.6,13.5,52.0,248.0,mid_performance
3242,56.0,F,158.9,51.0,23.5,93.0,146.0,24.2,20.6,21.0,130.0,high_performance
3243,56.0,M,167.7,65.66,18.4,74.0,110.0,41.9,15.6,41.0,184.0,mid_performance
3244,43.0,M,177.3,79.7,21.2,68.0,125.0,49.1,20.0,53.0,199.0,mid_performance
3245,60.0,M,163.7,65.3,23.1,81.0,132.0,38.2,17.1,50.0,185.0,high_performance
3246,25.0,F,155.0,54.4,22.6,78.0,117.0,28.6,22.7,42.0,171.0,mid_performance
3247,43.0,F,155.7,72.04,39.6,88.0,148.0,28.5,6.8,0.0,146.0,low_performance
3248,32.0,M,180.3,68.5,16.6,76.0,123.0,44.3,16.2,57.0,220.0,mid_performance
3249,27.0,M,181.6,84.0,15.0,71.0,122.0,40.1,9.2,44.0,211.0,mid_performance
3250,61.0,M,175.2,73.8,12.7,62.0,103.0,46.3,15.2,39.0,207.0,high_performance
3251,48.0,M,167.0,65.24,22.1,86.0,142.0,37.2,11.2,49.0,210.0,mid_performance
3252,25.0,F,166.0,51.5,27.4,84.0,119.0,22.0,23.5,47.0,208.0,high_performance
3253,26.0,F,166.0,59.2,30.5,66.0,130.0,29.3,17.6,40.0,143.0,mid_performance
3254,43.0,M,169.6,79.1,25.3,79.0,117.0,48.6,15.6,51.0,193.0,mid_performance
3255,28.0,F,153.4,54.8,25.4,64.0,114.0,27.6,16.0,38.0,173.0,mid_performance
3256,38.0,M,167.6,61.8,16.9,64.0,121.0,46.8,5.9,40.0,198.0,mid_performance
3257,49.0,F,151.7,59.7,28.3,93.0,152.0,21.7,14.8,26.0,137.0,mid_performance
3258,31.0,M,181.7,68.9,17.4,82.0,127.0,49.0,9.0,57.0,257.0,mid_performance
3259,24.0,M,172.3,75.7,12.1,73.0,131.0,45.4,30.3,71.0,258.0,high_performance
3260,25.0,M,184.8,86.6,14.8,73.0,130.0,64.3,19.6,62.0,262.0,high_performance
3261,48.0,M,179.1,80.9,25.3,81.0,133.0,39.1,-0.4,27.0,162.0,low_performance
3262,49.0,M,176.7,63.9,17.8,91.0,159.0,36.7,-8.2,30.0,213.0,low_performance
3263,34.0,M,182.2,71.9,13.8,76.0,146.0,51.2,20.8,61.0,233.0,mid_performance
3264,50.0,M,165.1,74.1,27.7,80.0,120.0,39.6,6.5,37.0,200.0,low_performance
3265,21.0,M,174.1,61.2,7.9,90.0,140.0,43.5,19.7,51.0,231.0,mid_performance
3266,28.0,F,165.5,69.6,30.3,86.0,134.0,37.5,21.9,46.0,159.0,mid_performance
3267,45.0,M,174.0,80.8,21.5,75.0,123.0,51.4,9.1,41.0,200.0,mid_performance
3268,25.0,M,174.8,62.0,11.5,65.0,133.0,56.7,17.1,51.0,257.0,high_performance
3269,36.0,F,158.8,50.8,28.4,60.0,109.0,24.7,18.2,36.0,147.0,mid_performance
3270,22.0,F,160.1,55.1,26.9,59.0,110.0,30.3,19.8,58.0,171.0,high_performance
3271,44.0,M,173.1,78.5,20.6,75.0,114.0,34.4,11.3,47.0,216.0,mid_performance
3272,22.0,F,164.4,57.8,22.1,62.0,110.0,25.5,24.1,49.0,218.0,mid_performance
3273,54.0,M,174.1,64.3,13.0,78.0,114.0,42.7,6.6,27.0,172.0,low_performance
3274,60.0,M,175.0,83.8,23.0,95.0,144.0,40.4,9.9,29.0,197.0,mid_performance
3275,25.0,F,158.6,60.9,34.1,66.0,119.0,23.8,11.9,13.0,158.0,low_performance
3276,43.0,M,169.2,57.2,11.0,78.0,132.0,41.5,9.3,40.0,226.0,mid_performance
3277,21.0,M,174.0,69.8,10.8,75.0,133.0,48.5,28.1,67.0,248.0,high_performance
3278,23.0,F,157.0,56.8,33.6,85.0,120.0,26.4,24.8,48.0,165.0,mid_performance
3279,32.0,M,175.8,68.44,16.6,95.0,145.0,46.6,14.0,46.0,229.0,mid_performance
3280,23.0,F,158.0,47.44,22.4,72.0,116.0,24.4,25.4,45.0,168.0,high_performance
3281,21.0,M,182.4,60.0,15.0,91.0,150.0,35.1,15.9,40.0,204.0,low_performance
3282,55.0,F,150.3,60.7,39.8,85.0,138.0,24.8,19.7,20.0,145.0,mid_performance
3283,43.0,M,180.0,74.0,27.0,84.0,128.0,46.0,32.0,32.0,195.0,mid_performance
3284,21.0,M,177.1,67.2,15.5,73.0,141.0,39.1,18.5,56.0,242.0,high_performance
