id,age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit-ups_counts,broad_jump_cm,y_true,y_predict,high_performance,mid_performance,low_performance
3556,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,under_150,high_performance,high_performance,1,0,0
3557,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
3558,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
3559,26-35,M,over_176,over_79,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
3560,36-45,F,under_160,under_55,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3561,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
3562,<25,M,over_176,55-mid-79,under_15,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
3563,26-35,M,160-mid-176,55-mid-79,under_15,under_68,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
3564,26-35,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,low_performance,low_performance,0,0,1
3565,<25,F,under_160,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3566,46-55,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3567,46-55,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3568,36-45,M,over_176,over_79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
3569,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3570,26-35,M,over_176,over_79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3571,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3572,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3573,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3574,<25,M,160-mid-176,over_79,15-mid-30,under_68,under_115,over_47,6-mid-23,25-mid-54,over_229,low_performance,low_performance,0,0,1
3575,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3576,<25,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
3577,26-35,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3578,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3579,<25,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3580,>55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
3581,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3582,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3583,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3584,<25,M,160-mid-176,55-mid-79,under_15,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3585,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3586,36-45,M,over_176,over_79,15-mid-30,68-mid-89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3587,36-45,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3588,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
3589,<25,M,160-mid-176,55-mid-79,under_15,under_68,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
3590,26-35,M,over_176,55-mid-79,15-mid-30,over_89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3591,36-45,M,160-mid-176,over_79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3592,<25,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3593,36-45,M,160-mid-176,55-mid-79,under_15,over_89,115-mid-144,over_47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
3594,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
3595,36-45,F,under_160,under_55,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
3596,46-55,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
3597,>55,M,over_176,over_79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3598,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3599,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
3600,46-55,F,under_160,55-mid-79,over_30,under_68,under_115,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
3601,<25,F,160-mid-176,under_55,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3602,>55,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,under_6,under_25,150-mid-229,low_performance,low_performance,0,0,1
3603,36-45,M,over_176,over_79,under_15,under_68,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
3604,<25,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,low_performance,low_performance,0,0,1
3605,26-35,M,over_176,55-mid-79,15-mid-30,68-mid-89,under_115,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3606,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3607,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
3608,>55,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
3609,46-55,F,under_160,under_55,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,under_25,under_150,high_performance,high_performance,1,0,0
3610,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3611,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3612,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3613,26-35,F,under_160,55-mid-79,over_30,under_68,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3614,26-35,M,160-mid-176,55-mid-79,under_15,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
3615,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
3616,<25,M,over_176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
3617,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3618,<25,M,over_176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3619,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,150-mid-229,low_performance,low_performance,0,0,1
3620,26-35,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3621,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3622,26-35,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3623,26-35,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
3624,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
3625,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3626,26-35,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3627,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3628,26-35,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3629,>55,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
3630,36-45,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
3631,46-55,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,under_6,under_25,150-mid-229,low_performance,low_performance,0,0,1
3632,36-45,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3633,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
3634,46-55,F,under_160,under_55,15-mid-30,68-mid-89,under_115,under_26,over_23,under_25,under_150,mid_performance,mid_performance,0,1,0
3635,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
3636,>55,F,under_160,55-mid-79,over_30,over_89,over_144,26-mid-47,6-mid-23,under_25,under_150,high_performance,high_performance,1,0,0
3637,<25,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
3638,26-35,M,over_176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
3639,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3640,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3641,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,under_115,over_47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
3642,>55,F,160-mid-176,over_79,over_30,68-mid-89,over_144,26-mid-47,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
3643,26-35,M,over_176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3644,<25,M,over_176,over_79,15-mid-30,under_68,115-mid-144,over_47,6-mid-23,over_54,150-mid-229,low_performance,low_performance,0,0,1
3645,36-45,M,over_176,over_79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
3646,26-35,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
3647,36-45,F,under_160,under_55,15-mid-30,over_89,over_144,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3648,26-35,M,over_176,over_79,15-mid-30,68-mid-89,over_144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
3649,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3650,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3651,<25,M,160-mid-176,over_79,over_30,over_89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3652,26-35,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3653,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,over_23,over_54,150-mid-229,mid_performance,high_performance,1,0,0
3654,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,over_23,under_25,under_150,low_performance,low_performance,0,0,1
3655,<25,F,160-mid-176,under_55,15-mid-30,under_68,115-mid-144,26-mid-47,over_23,under_25,under_150,mid_performance,mid_performance,0,1,0
3656,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3657,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3658,46-55,F,under_160,under_55,15-mid-30,over_89,over_144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3659,26-35,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3660,26-35,F,under_160,55-mid-79,over_30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3661,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3662,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
3663,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
3664,26-35,F,160-mid-176,55-mid-79,over_30,under_68,under_115,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
3665,>55,F,160-mid-176,55-mid-79,over_30,over_89,over_144,26-mid-47,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
3666,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3667,<25,F,under_160,under_55,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3668,26-35,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
3669,26-35,M,over_176,55-mid-79,under_15,68-mid-89,over_144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
3670,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
3671,>55,F,under_160,under_55,15-mid-30,68-mid-89,over_144,under_26,6-mid-23,under_25,under_150,high_performance,high_performance,1,0,0
3672,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3673,26-35,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,over_47,under_6,25-mid-54,over_229,low_performance,low_performance,0,0,1
3674,26-35,M,160-mid-176,over_79,15-mid-30,over_89,over_144,over_47,over_23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3675,<25,F,under_160,55-mid-79,over_30,68-mid-89,under_115,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
3676,26-35,M,over_176,over_79,15-mid-30,under_68,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3677,26-35,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
3678,46-55,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
3679,36-45,M,160-mid-176,55-mid-79,under_15,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3680,<25,F,160-mid-176,55-mid-79,over_30,over_89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3681,26-35,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
3682,26-35,F,under_160,under_55,15-mid-30,under_68,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
3683,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3684,36-45,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3685,36-45,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3686,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3687,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
3688,26-35,F,160-mid-176,55-mid-79,over_30,under_68,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
3689,<25,M,160-mid-176,over_79,15-mid-30,68-mid-89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3690,26-35,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,under_6,under_25,150-mid-229,low_performance,low_performance,0,0,1
3691,<25,M,over_176,over_79,15-mid-30,under_68,115-mid-144,over_47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
3692,46-55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3693,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
3694,<25,M,over_176,55-mid-79,under_15,68-mid-89,over_144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
3695,46-55,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
3696,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
3697,>55,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
3698,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3699,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
3700,<25,F,160-mid-176,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3701,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
3702,26-35,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
